Name,step-1,step-2,step-3,step-4,step-5,step-6,step-7,step-8,step-9,step-10,step-11,step-12,step-13,step-14,step-15,step-16,step-17,step-18,step-19,step-20,step-21,step-22,step-23,step-24,step-25,step-26,step-27,step-28,step-29,step-30,step-31,step-32,step-33,step-34,step-35,step-36,step-37,step-38,step-39,step-40,step-41,step-42,step-43,step-44,step-45
Acadian Beef Casserole,Add beef and cook stirring continuously until no longer red,Cook macaroni and spinach as per package directions,Bake uncovered for 30 minutes,"Meanwhile, prepare the filling","You may have some mix left over, but don't throw it out",Simmer uncovered for 1 1/2 hours,Mix well and roll out on floured surface,"Heat the oil in a large skilled and saute onion, garlic, carrot, celery and mushrooms for about 5 minutes until onion is golden","Add carrots, pineapple,coconut and nuts",Heat oven to 350 degrees F,Spread  in the bottom of a 9 inch pie  plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungarian Goulash,"Just before serving, mix together flour and sour cream until smooth","Pour over brisket, cover pot",drain,"Add water, paprika, salt, pepper, and marjoram","In a skillet over medium heat, cook beef, pork and onions in oil until meat is browned","Grill kebabs over hot coals or under broiler until cooked through, turning once",bring to a boil,Add onion and garlic,cover and simmer for 1 1/2 hours or until meat is tender,Cook until shrimp is almost done,Mix together flour and sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flapjacks,"saucepan, combine carrots and broth",Store up to 3 weeks in tins until ready to serve,Take off the heat and mix the oats in well until all absorbed,"Cool on tray for two minutes, then transfer to wire racks",",",",",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dude Ranch Chicken,Thinly slice the tuna and serve with the Wasabi sauce,Stir all ingredients together in a small sauce pan,"Cut leeks lengthwise in quarters, then into about 1-inch squares",Spoon mixture into baking dish,Preheat oven to 375°F,"Bake, uncovered for 30 minutes or until heated through","Carefully remove from oven, tuck remaining tortilla wedges around inside edge of baking dish, top with 1 cup cheddar cheese",Top with the undiluted soup,"In a large bowl, combine chicken, 1 cup Fiesta blend Mexican cheese, soups, Ro-tel, green chilies and blend well",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poached Fish,artichoke,"In a a large skillet (fitted with a lid) pour in 1 inch (25mm) of water, add all ingredients except fish& bring to a boil",Serve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirj's Foolproof Microwave Rice - Perfect Every Time!,Dump rice into a strainer and rinse under cold water,Remove from pan,Cover with vented plastic wrap or a loose plastic cover,Cook for 45 minutes to 1 hour in a 350ºF oven or barbecue outside on the grill,Delicious!,Wash the potatoes thouroughly,"rice, every time!","Add onion and cook until tender, stirring occasionally, for about 8 minutes",Let rest for 5 minutes,"Using a very sharp knife, a mandoline, or th slicing blade on a food processor, cut the potatoes into uniform 1/8-inch slices (no thicker)",Swirl again,Swirl for 2 seconds,Put rice in a micro-safe bowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veal Ragout,"Add cream, stir","Discard vegetables, herbs, and seasonings",Cut in butter with a pastry blender or a fork,Let stand 1-2 hours in refrigerator to marinate,Add the meatballs to the broth and simmer for ten minutes after the temperature returns to the simmer point,"Make sauce- melt butter, add flour and stir constantly for a few minutes","Add lemon, stir",Add bean sprouts,"Before beginning, preheat your oven to 350 F and grease and flour two loaf pans",Brown piece of veal in butter,Mix well,"Mix, heat, and stir",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Alarm Chili,Let cool slightly before serving,Add masa mixture to chili,"Cover and simmer for 30 minutes, stirring occasionally","Dissolve 2 tablespoons masa into 1/4 cup hot water to make a thick, but flowable mixture",Mix throughly with remaining meatball ingredients,Cover and simmer another 15-20 minutes,"Mix pureed artichoke hearts, one cup of mayonnaise, one cup of parmesan cheese and garlic to taste in an oven safe bowl or small casserole dish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fillets of Sole in White Wine,Pour the sauce over the fish and serve,"Make the sauce: melt the butter in a sauce pan, add the flour and stir",",",Stir and simmer a couple of minutes,"Stir in feta, toss, and refrigerate","Add the wine, 3 tbsp of butter and the chopped mushrooms",Let the meat get lightly browned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown Rice & Vegetable Soup,"Meanwhile saute onions, mushrooms and garlic in olive oil",Beat until smooth,"Bring to a boil, reduce heat and simmer for 30 minutes","Add onion mixture, zucchini and seasoning to the soup",Sprinkle with seasonings and parmesan cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruschetta Beef Patties,Turn,discard garlic,"In a bowl, whisk together egg, bread crumbs, garlic, 2 tablespoons water, herb seasoning and half each of the salt and cayenne pepper","Broil 4 inches from heat until cheese begins to brown and pattties are no longer pink inside, about 4 minutes",Stir until beef separates to a fine texture,Preheat oven to 350°F,Remove from heat and chop,Boil remaining sauce and pour over the cooked meat or use it as a dipping sauce,"In ovenproof frypan, heat oil over medium high heat",add beef and mix well,Form into four 1/2 inch thick patties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vogels (Birds) - Roundsteak rolls,reduce heat and cook 20 minutes or so or until potatoes are tender,",","stuff mushrooms with cream cheese,sprinkle bacon bits on top",",",",",Once the marshmallows are completely melted stir in the hot syrup beating well,May be used as you would regular pineapple,"Bake at 450 degrees for about 15 minutes, or until fish flakes when pressed",",",Pound the steak and cut into 4\,Season cavities lightly with salt& pepper,",",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Savory Potato Pancakes,Heat oven to 450 degrees F,Make them thin,"Cover skillet and simmer for 10 minutes, turning chicken pieces once","Bake about 3 minutes on each side, or until brown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worcestershire Broiled Halibut Steaks,Place the steaks on a rack in a broiler pan,Dot with butter,Add more oil if the pasta seems dry,Brush lightly over the steaks,"Combine flour, baking powder and salt in a medium bowl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spinach Salad with Hot Bacon Dressing,"Heat, stirring continuously for about 5 minutes",Place lamb on middle rack lower temp to 325f and roast until just pink apprx 2 hrs (depending on the size of the roast)- Check internal temp and if done ahead of the time remove from oven and cover with foil,Rip spinach into bite size pieces and place in a large salad bowl,Stir fry the green onions in the bacon drippings,Bake approximately 25 minutes or until the chicken is browned and cooked through,Add the tomatoes paste and stir well,Add bacon and toss again,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Braised Cabbage, Carrots &amp; Onions","Cover, bring to a boil, reduce heat to low and cook for 10 to 15 minutes or until vegetables are tender-crisp and still quite bright in colour","Stir in salt, pepper and broth","If too much liquid remains in skillet near the end of the cooking time, uncover and increase heat to high for a minute",Bake at 350F degrees for 10 minutes,Press the mixture evenly into the bottom and 1 inch up the sides of a 9-inch springform pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parslied Mushroom Patties,mix well,"simmer until slightly thickened, about 3 minutes",Mix all ingredients in 4-5 quart crock pot slow cooker,"In a 10 inch, nonstick, frypan, heat oil over medium high heat",Cook 3 to 4 minutes per side till brown,Remove from frypan,"Add salsa to skillet, and cook for 2 minutes, mixing well with meat","Melt oleo and stir in brown sugar,cinnamon and nuts",*Note:  You can assemble and freeze without cooking and cook on the day to be eaten!,drain on paper towels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natchitoches Meat Pies,Add flour and seasonings,roll very thin about 1/8\,",",Pastry,"add all other ingredients, cover and cook on LOW heat for 30 minute",Divide mixture among the six apples and stuff in the center of each apple,cool while making pastry,",","Add 1/4 cup chicken broth and cook 10 minutes, stirring frequently","30 minute Mix all the ingredients for the marinade, rub it into the chicken, cover and put in the fridge for a day",Open package of phyllo pastry,",",Rinse shanks and pat dry,drain on paper towels,",",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato Treat - 3,Broil about 6 inches from heat until tomato is soft and cheese is melted,Turn eggplant slices over and brush with glaze,"Place bananas, sugar, yogurt, melted butter, vanilla, and eggs together in a large mixing bowl and beat with a wooden spoon until smooth",Drop 1/2 tsp of cream cheese mixture on top,Add thick slices of tomato,Serve immediately,About 5 minutes,"Beat well, add sifted flour and baking powder",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanksgiving Corn Casserole,"Combine flour, powder and salt and fold into juice mixture",Bake at 350 for an hour or until golden brown on top,baking dish,Add shortening and begin kneading with hands (to cut in) the vegetable shortening and flour in the milk until thoroughly mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Beans Lyonnaise,To skillet add onion and saute until tender,Heat through,Grill as desired and slice on the diagonal,Return to the pan and warm through,Remove and set aside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ketjap Manis,"Increase heat to high and continue cooking until syrup reaches 200 degrees on a candy thermometer, about 5 minutes",Combine sugar and water in 2 quart saucepan,"(Measure 1 quart water into saucepan in advance, and mark on outside of pan, to help you judge)",Reduce heat to low,"Garnish with additional sliced green  onions, if desired","Saute potatoes and onions in bacon fat covered over low heat, turning occasionally until onions are transparent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horseradish Mashed Potatoes,Add onion and green pepper and sauté until tender,Cut jalapenos in half and remove seeds and veins,"Combine potatoes, milk and remaining ingredients in a large bowl",Cook for 20 minutes or until very tneder,Place batter into a greased 8 inch square baking dish,Place potatoes in a large saucepan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spicy Corn Chowder,Add cilantro and simmer a few more minutes,"Continue beating while gradually adding cream and vanilla, beat until blended",set aside,"Turn heat down to medium low, cover, and cook until potatoes are very soft",Taste and correct seasoning with salt if necessary,In plastic bag mix first 6 ingredients,"In a large saucepan over medium heat, cook oil and onion until the onion is translucent and softened",Remove potatoes from oven,Add the liquid mix to the dry ingredients and stir well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mom's Italian ""Hamburger Helper""",Heat,Grill chicken for 20-30 minutes until done,Drain grease and add sauce,"In medium bowl, combine buttermilk, melted butter, egg, and raisins",Top with nuts,Serve with garlic bread and salad,Stir in cheese until it just melts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaiian Chicken Sandwiches,Cool cake in pan,Put the confectioners' sugar in a sifter and dust it over the cake a few times until all the sugar is gone,Bake one hour,"Fill rolls with the chicken mixture, place a pineapple ring on top, then sprinkle with cheddar",Broil 4 inches from heat for 2-3 minutes until hot and cheese melts,Salt and pepper to taste,Slice tops off rolls and remove bread from center (save to make breadcrumbs for another recipe),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamie Oliver's Best Pasta Salad,"Add the vinegar, oil and seasoning",Mix all remaining ingredients in sm bowl,Add curry powder and chili paste and cook for 10 to 20 seconds longer,Blend all ingredients in blender or food processor,"Drizzle this over the salad, adding a little more seasoning to taste","Sauté the onions in the reserved bacon drippings over medium high heat until transparent, about 3 minutes",Put the garlic to one side for the dressing,Bring a large pan of salted water to the boil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stuffed Pasta Shells,Cream together the butter and sugar,Add beef and eggs,"One half hour before serving, add peas on top of chicken mixture",Remove foil,"Bake, covered, at 350 for 50 to 60 minutes",Mix well,Pour sauce evenly over shells and sprinkle with mozzarella cheese,",",mix well,Mix well,Rinse under cold water and drain,Stuff shells with beef mixture and place in a baking dish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greek Pasta With Avocado Sauce,Melt the butter in a saucepan and add the garlic,"Spread 1/4 cup refried beans, down the middle of each tortilla","Combine soy sauce, marmalade, ketchup, and garlic","Cook for one minute, then add the cream and chopped avocados",Drain well and toss with a knob of butter,Heat oil in a skillet over medium-high heat,Divide the pasta among four warmed bowls and spoon over the sauce,"Increase the heat, stirring constantly to break up the avocados",Repeat twice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
