Name,step-1,step-2,step-3,step-4,step-5,step-6,step-7,step-8,step-9,step-10,step-11,step-12,step-13,step-14,step-15,step-16,step-17,step-18,step-19,step-20,step-21,step-22,step-23,step-24,step-25,step-26,step-27,step-28,step-29,step-30,step-31,step-32,step-33,step-34,step-35,step-36,step-37,step-38,step-39,step-40,step-41,step-42,step-43,step-44,step-45
Catfish Parmesan,"In another bowl, combine egg and milk",stir well,Place fillets in a lightly greased oblong baking dish,drizzle with butter,Dip fillets in egg mixture,"Mix together cheese, flour, salt, pepper, and paprika in large bowl or plastic bag",Bake at 350 degrees for 35-40 minutes or until fish flakes easily,dredge in flour mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
&quot; Wild Game &quot; Moose Sloppy Joes,You can also use venison/red deer hamburg in this recipe,Serve over buns or any other type of bread,Brown moose and onion in skillet and drain,Add other ingredients and simmer for 5 minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potatoes O'Brien,Return the mixture to the pan,Return to the serving bowl and serve immediately,Raise the heat to high so that it quickly warms through,Add 1/2 tablespoon each of the remaining butter and olive oil to the same pan,Do not allow the onion to scorch,"Repeat with the remaining butter, olive oil and potatoes",Remove from the heat and season to taste with salt and pepper,"In a large frying pan over medium-high heat, melt 1/2 tablespoon of the butter with 1/2 tablespoon of the olive oil",Transfer to a serving bowl and set aside,"Add half of the cubed potatoes and cook, turning to brown all sides, 5-7 minutes","Add the onion and saute, stirring occasionally, until golden brown and just beginning to caramelize, 5-7 minutes","If the potatoes are too dry, add a little more butter or oil",Transfer the browned potatoes to the bowl holding the pepper mixture,"Add the red and green peppers and saute until beginning to soften, 3-5 minutes longer",Add the parsley and stir to combine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamburger Skillet Supper,Bring to a boil,"When they are done, drain them, and add them to the beef-veggie mixture","During this time, (after you drain the ground beef) add the veggies to the meat and continue to cook","The ramen noodles don't take long to cook, so be sure to watch them","When cooking the noodles, cook them without the flavoring",drain,cook for 3 minutes or until noodles are tender,"Rather than just using 1 packet, use 2 packets of the beef flavor ramen noodles",Makes about 4 servings,"The completed dish will have more flavor, and more noodles for the noodle lovers! Enjoy!",Add noodles with contents of seasoning packet and water,"As the veggies become cooked, add the two packets of flavoring to the beef-veggie mixture",Here is another way to do it: Cook the beef as stated previously,"In a skillet, cook beef until no longer pink","During this time, heat up a saucepan of water to cook the ramen noodles in","Add the veggies and cook until tender, about 3 minutes as well",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Easy Almond Sticky Buns,Unroll crescent dough into 4 rectangles,Immediately invert onto serving platter,"Starting at the short side, roll each rectangle up like a jelly roll","Combine glaze ingredients while rolls are baking, and drizzle over warm sticky buns",Spoon this mixture into 12 ungreased muffin cups,"Combine brown sugar, flour, softened butter, milk, and 1/8 tsp almond extract, and blend well",Brush onto dough and sprinkle with almonds,Heat oven to 375 degrees F,Cut each roll into 3 pieces and place them cut side down in muffin cups,Combine melted butter and 1/8 tsp almond extract,Bake for 15 to 20 minutes until golden brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian Sausage & Pasta,Cut each sausage link in 4 pieces,"In a large sauce pan, heat olive oil, and sauté onion and garlic until tender","Microwave on high 5 minutes, stir, and continue to cook until sausage is cooked through","Add canned tomatoes, balsamic vinegar, and wine","Serve with your favorite pasta, top with Parmesan cheese",Drain liquid from sausage and set aside,"Add spices, stir, cover, and simmer 10 minutes","Place in microwave dish, sprinkle liberally with caraway seed, and cover","Add sausage, stir well, cover, and simmer 30 minutes, stirring occasionally",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacon Pasta,Saute sliced mushrooms and garlic in reserved drippings 3 minutes or until tender,Crumble bacon and set aside,"Stir in pasta, parmesan cheese, whipping cream, and pepper",Stir in bacon and green onions,Cook bacon in large skillet over medium heat until crisp,remove bacon,serve immediately,reserve 2 T,Cook pasta according to package directions,"simmer over medium-low heat until sauce is thickened, stirring often",set aside,drippings in skillet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twice-Baked Potatoes,Preheat oven to 425 degrees,"Bake until hot, about 25 minutes","Place on baking sheet, and bake until tender, about 45 minutes",Remove potatoes from oven,Stuff potato skins with mixture (don't be afraid to pile it in!),"When cool enough to handle, horizontally cut the top skin off of each potato","Mash scooped out potato, then stir in cheddar cheese, sour cream, margarine, onion, and seasonings","Scoop out flesh, leaving 1/4 inch shell",Sprinkle with paprika,Pierce potatoes with fork and rub with oil,Reduce heat to 350 degrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grilled Orange and Bourbon Salmon,"Seal and marinate in refrigerator for 1& 1/2 hours, turning bag occasionally",Place salmon on broiler pan coated with cooking spray,"Cook 6 minutes on each side or until fish flakes easily when tested with fork, basting frequently with reserved marinade",Prepare grill or broiler,"Combine first 8 ingredients in a large zip top bag, and add salmon to bag","Remove salmon fillets from bag, reserving marinade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacon Cheeseburger (Stove-Top) Casserole,",",",",",",",","Cook pasta in salted water, drain, rinse and set aside",In a large skillet or deep fryer pan (I use a 12\,",",",",",",",",",",",",Cook bacon in microwave or frying pan until crisp and set aside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incredible Grill Cheese Sandwiches,"In a large nonstick skillet over medium heat, cook sandwiches two at a time until golden, turning once",Spread 1 side of bread slices evenly with butter,Combine first 6 ingredients,"Top with ham, if desired, and remaining bread slices, buttered side up",Turn 8 slices buttered side down,spread evenly with cheese mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Captain Blue's Grill-Roasted Onions,We find that it helps with even heat distribution - it works great for potatoes too,"Roast 30 minutes- gas grill, middle shelf","Remove from grill onto disposable surface (there will be lots of carbon), cut the bottom off the onion and the soft, steamed interior should come out easily, leaving behind the charred skin layers",Remove to clean plate,"We stick a clean, food-use-only non-anodized aluminum nail or tent stake through the stem / tail ends of the onion before it goes on the grill",Slice/ chop the onions and toss with seasonings,),Place the onions on BBQ grill,"(We serve them over buttered baked potatoes and top with grated cheddar cheese, fresh ground pepper and Tabasco","charcoal, indirect heat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celery Relish,"Spoon into hot, sterilized jars, fill with the cooking liquid, leaving 1/8\","Bring to the boiling point, reduce the heat, and simmer until thick, about 1 hour",Mix all ingredients well in a large pot,",",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim's Sausage Burgers,Shape into patties,I make mine very thin and about 1\,",",Mix all ingredients until well combined,",",",","If you cannot get bulk sausage, then squeeze the sausage out of the casing and discard casing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Tikka Masala,simmer to thicken- about 5 minutes,Note: You can make your own garam masala,Discard marinade,"Stir in coriander, cumin, paprika, garam masala & salt",Remove chicken from skewers,Add garlic & jalapeno,Stir in tomato sauce,"For sauce, melt butter on medium heat",cook 1 minute,"Garnish with cilantro Serve with basmati rice, naan or pita bread",Stir in cream,it's available in super markets,add to sauce,Simmer 5 minutes,"Grill or broil chicken, turning occasionally, to cook through- about 8 minutes",Soak bamboo skewers in water,Simmer 15 minutes,"Thread chicken on skewers, and marinate (in the refrigerator) for an hour or so",McCormick also makes garam masala,,,,,,,,,,,,,,,,,,,,,,,,,,
Szechuan Shrimp,cook until shrimp turns pink,Serve with steamed rice,Pour oil in seasoned wok before heating and wipe around,"Stir sauce again, then add to wok, stirring constantly until mixture thickens",Heat wok and add scallions ginger and garlic,"Stir-fry for a few seconds, then add shrimp","Mix ketchup, chili sauce rice wine, soy sauce, sugar, salt, pepper flakes, and corn starch in small bowl to make sauce","Stir constantly for about 2 minutes, adding small amounts of water if food starts to stick",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jambalaya Soup,I also make this in my dutch oven on the stove top,Scatter bell peppers on top,I have used chicken thighs and chicken breasts and I have also used smoked sausage,Uncover then turn to high,Have fun!,cover,"In a 5-or6-qt slow-cooker, mix onion,celery,rice and sausage","Simmer 5 minutes,until shrimp are cooked and okra is crisp tender","Tuck in drumsticks,meaty side down,to cover",Use more or less seasonings or add different ones,MY NOTES:You may add or subtract to your liking,Cover,"If you do it this way cook everything but the shrimp and okra for about an hour&10 min,then add shrimp and okra and simmer for about 5 more minutes","In a saucepan,bring broth,tomatoes,garlic,herbs and cayenne to a boil",Remove drumsticks,Add shrimp and okra,"cook on low-heat setting 7-8 hrs,or on high for2 1/2-3 hrs,until rice has softened and chicken is tender",Add broth,"remove bones,if desired",Ladle in soup bowls and add chicken to each bowl,,,,,,,,,,,,,,,,,,,,,,,,,
Romaldo's Carnitas,Bake at 300 degrees F for 3-1/2 to 4 hours (meat should be so tender it falls apart),Place roast on heavy duty foil,"For each serving, spoon meat on a hot flour tortilla","Combine all the rest of the ingredients, and spread on top of the roast",Seal foil securely and place in roasting pan,Serve with guacamole and salsa and extra onions (opt),Use 2 forks and shred roast while still warm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alice Springs Chicken,Cover and bake for 30-45 minutes or until chicken is cooked through,Serve with a side of honey mustard salad dressing for a real treat!,Preheat oven to 350°,Remove from oven,"On each piece of chicken, carefully layer the mushrooms first and then the bacon (position the bacon on the mushrooms so that it holds the mushrooms in place)",add cheese and bake for 15 minutes uncovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Now don't go ""EEEWWW!!"" before you try this!","I know, you're going EEEWWWWWW!","But if you give it a shot, who knows-- Maybe this is how you can find your inner weirdo","Sprinkle liberally with black pepper, and add just a bit of salt, if desired","Trust me on this-- the salty peanut butter is just wonderful with the tomatoes, and at least a little bit of pepper is necessary","Now, completely cover the toast with tomato slices","Cut sliced tomatoes in halves or quarters, if necessary, to accomplish this task",Spread peanut butter on HOT toast,"Try it, you'll like it","Concerned with calories-- You don't have to lay it on really thick, just make sure you can taste it","If it gets cold, throw away and start over","Well, I'd probably eat it anyway, but it's not as good cold",Eat while toast is still hot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Pancake Syrup,Boil together and cook gently for 3 minutes,Bottle and store in refrigerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baked Oatmeal,pan,Preheat oven to 350 degrees F,Pour into greased 8\,"Serve with your choice- honey, maple syrup, milk, or vanilla ice cream","Mix together oil, brown sugar, and beaten egg","Add oats, baking powder, salt, milk, cinnamon, and raisins, and mix well",Bake for 25- 30 minutes until done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Can't Wait for Chole,"Add garbanzo beans (chickpeas), cover, and reduce heat",Garnish with a sprinkle of chopped cilantro if you desire,Bring to a boil,Simmer on low for 10-15 minutes,"In large saucepan over medium heat, heat cumin seeds, bay leaf and cinnamon until very fragrant, swirling around to prevent burning","Add ginger and garlic, cooking until the smell of those fills the air, then add onions",Stir in garam masala and lemon juice just before serving,"Saute onions, stirring frequently, and adding drops of water to prevent sticking, until they are translucent","Check for seasoning, adding more as you prefer","Add the tomatoes, coriander, turmeric, salt, and cayenne","Serve with rice, or Indian breads or pitas (breads are best warmed on a hot griddle)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pie a La Tamale,Sprinkle cheese over onions,Sprinkle onions over chili,Bake in moderate oven (350°) 35 to 40 minutes,Sprinkle 1/2 package over the bottom of a 9x11-inch baking dish,Combine 2 cans of chili and water,Crush corn chips,Pour over tamales,Unwrap tamales and arrange over top of crushed chips,Top with remaining crushed corn chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacon-Onion Appetizers,Spread butter mixture evenly over dough,flatten slightly,"Roll up each rectangle, beginning with short side",Combine first 4 ingredients,Place pinwheels on ungreased baking sheet,Cut each into 4 slices,Bake at 375 degrees for 15 minutes or until golden,firmly press perforations of triangle to seal into a rectangle,Unroll crescent rolls and separate into 8 rectangles,pinch seam to seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lentils and Pasta Soup Mix for Ground Beef,Add the water tomatoes and soup mix,"Reduce heat, cover and simmer for 45 minutes","To prepare soup, carefully remove macaroni from the top of the jar and set aside","In a 1 1/2 pint jar, layer the first eight ingredients in the order listed","In a large saucepan, or Dutch oven, brown beef",Seal tightly,"Add the reserved macaroni, cover and simmer for 15 to 20 minutes or until the macaroni, peas, lentils, and barley are tender",drain,Bring to a boil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chex Marries Popcorn,Heat oven to 250 degrees F,Bake uncovered 45 minutes,Pour over chex mixture until evenly coated,Stir to break up,Line roasting pan with foil,Spread on wax paper and cool,"Heat remaining ingredients in 2 quart pan over med heat,stir frequently,until all is incorparated and sugar is dissolved",Mix first 3 ingredients in a large roasting pan,Stir every 15 minutes or so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baked Marinated Tofu,Marinate tofu 2-3 hours or over night,Slice tofu into 1/4 inch slices,Drain tofu and bake at 350°F for 20 minutes,Combine remaining ingredients and whisk until well blended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
